,is_attack,P101,P203,P205,P301,P401,P601,MV301,MV302,MV304,UV401,MV101,MV201,MV303,FIT101,LIT101,AIT202,AIT203,FIT201,DPIT301,FIT301,LIT301,AIT402,FIT401,LIT401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,PIT501,PIT502,PIT503,FIT601,AIT201
12912,0,1,1,1,1,2,1,1,2,1,2,1,1,1,0.0,820.5789,8.950462,236.964874,0.000384455,1.494974,0.000512443,1025.93884,3.92207122,0.8029963370000001,847.590332,7.751410000000001,62.3429871,1016.2778900000001,24.724429999999998,0.8037683000000001,0.3674907,0.608264267,0.211831018,158.88554399999998,2.53099656,113.704819,0.00032037900000000003,128.460648
1560,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,823.7191,9.076711999999999,241.16893,0.000512607,12.8017159,1.72603524,943.5481570000001,29.7359657,0.7960816999999999,812.2917480000001,7.63733673,66.57267,1016.2778900000001,25.5703659,0.7991541,0.34648394600000004,0.61184907,0.211766958,160.359528,3.04360366,114.922455,0.000256303,143.2325
4498,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,821.4032,9.093053999999999,236.785446,0.000512607,12.667264,1.7145052,854.8289,14.355293300000001,0.795441449,857.0110470000001,7.70558834,69.80261,1016.2778900000001,24.609073600000002,0.799282253,0.326886147,0.6103126999999999,0.211895064,160.455658,2.94748974,114.79428100000001,0.000256303,144.482178
14185,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,821.207,8.780954,231.70982400000003,0.000384455,12.2703114,1.71847665,819.461365,3.99897456,0.802484155,827.2879,7.76006174,62.1891823,1016.21381,25.1089458,0.8059472,0.35660305600000003,0.6057037,0.20997341,158.725327,2.49895883,113.60868799999999,0.000256303,128.588821
12463,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,821.0107,9.082158999999999,242.06613199999998,0.000384455,12.4783916,1.7215513,1093.91028,3.35811329,0.8036366,843.7452,7.75397348,66.03435,1016.2778900000001,24.609073600000002,0.8022302,0.356474966,0.606343865,0.211446673,158.725327,2.53099656,113.5446,0.00032037900000000003,128.460648
13573,1,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,820.0686,8.839592,233.6324,0.000512607,12.1934824,1.7142490000000001,1004.55011,3.94770575,0.8035085,764.3424679999999,7.759421000000001,62.086643200000005,1016.2778900000001,25.0320435,0.8023584,0.3676188,0.6080081999999999,0.20990935,158.404892,2.49895883,113.36837,0.00032037900000000003,128.49269099999998
4627,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,821.207,9.065817,235.78569,0.000512607,12.6000385,1.71386468,810.929932,14.2014866,0.7964658,881.043335,7.70943356,70.0333252,1016.2778900000001,24.8013325,0.7980005,0.334699631,0.612233162,0.21202318399999998,160.47168,2.94748974,114.826324,0.000256303,144.45013400000002
5101,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,627.6123660000001,9.424377999999999,258.651642,2.327748,12.5712271,1.71617067,845.1358640000001,13.278646499999999,0.7983866,957.9851,7.71904659,70.9305344,1016.2778900000001,24.6475258,0.799666762,0.3364929,0.6104407310000001,0.20997341,160.71199,2.93147087,114.906433,0.00032037900000000003,143.80928
12487,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,820.696655,9.063894,241.784164,0.000384455,12.497598599999998,1.72616327,1084.5376,3.35811329,0.8032524590000001,849.359131,7.741797,64.547554,1016.2778900000001,23.9553967,0.8041528,0.37376713799999994,0.6080081999999999,0.21054989999999998,158.949631,2.53099656,113.800949,0.00032037900000000003,128.460648
6107,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,820.304138,9.262241,254.3963,0.000384455,1.200461,0.000512443,1008.3552199999999,10.920276600000001,0.8015878000000001,892.4250490000001,7.72898,70.9049,1016.2778900000001,24.5321712,0.8017175,0.3103625,0.610184669,0.20997341,160.7921,2.883414,115.050629,0.00032037900000000003,143.777237
4430,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,819.8724,9.095938,236.9136,0.000512607,12.6576605,1.72385728,878.5808,14.5603695,0.7997951,848.3594,7.707511,69.36683000000001,1016.2778900000001,24.455267000000003,0.797872365,0.34007942700000005,0.6104407310000001,0.211831018,160.535767,2.899433,114.76223799999998,0.000256303,144.418091
8161,0,2,2,2,1,2,1,1,1,1,2,2,2,1,4.379784,528.0281,9.378878,270.725464,2.31736779,1.13643634,0.000512443,940.263733,8.613176,0.8018439,984.055359,7.741797,69.64881,1016.21381,24.7628822,0.8023584,0.3546817,0.6108248000000001,0.210101515,160.19931,2.8513759999999997,114.63407099999999,0.00032037900000000003,143.552933
3889,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,821.207,9.196232,242.1943,0.000384455,1.229272,0.000512443,1007.87463,15.457574800000002,0.7960816999999999,825.8652,7.70014143,69.93078609999999,1016.2778900000001,24.5706234,0.7997949000000001,0.316638917,0.6103126999999999,0.21202318399999998,160.47168,2.93147087,114.87438999999999,0.000256303,144.418091
1981,0,2,1,1,2,2,1,1,2,1,2,1,2,1,0.0,823.9939,8.976096,238.708023,0.000512607,12.7504959,1.72142327,797.7522,25.019226100000004,0.8022280340000001,886.5804,7.6581649999999994,66.13689000000001,1016.2778900000001,24.8013325,0.802871048,0.35609070000000004,0.612105131,0.21202318399999998,160.77607700000002,3.01156569,115.274933,0.000384455,143.200455
10017,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,820.4219,9.00173,239.16944900000001,0.000384455,12.4911966,1.718861,1024.0,6.511151,0.8026121999999999,880.928,7.742438000000001,68.4952545,1016.21381,24.7628822,0.8022302,0.380043566,0.610568762,0.212087229,160.1192,2.8513759999999997,114.730194,0.000256303,144.097672
7653,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,678.9157,9.388811,256.600861,2.32633829,12.5360136,1.71271169,834.2012,9.38221,0.8010756370000001,940.0282,7.725135000000001,69.80261,1016.2778900000001,24.8013325,0.8023584,0.316382736,0.6104407310000001,0.211510733,160.231354,2.867395,114.730194,0.000256303,143.552933
12546,1,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,820.6574,9.065496000000001,240.810043,0.000384455,12.497598599999998,1.72526658,1067.6749300000001,3.409382,0.8022280340000001,860.66394,7.74275827,63.26583,1016.2778900000001,23.7631378,0.8022302,0.366850257,0.6057037,0.210101515,159.0778,2.53099656,113.800949,0.00032037900000000003,128.4286
11587,0,2,2,2,1,2,1,1,1,1,2,2,2,1,4.37946367,584.0418,9.286593,260.57421899999997,2.3176240000000004,1.22607076,0.000512443,1112.6554,4.768008,0.8018439,878.5824,7.75557566,65.16278,1016.21381,25.3012047,0.8023584,0.36672216700000004,0.608264267,0.20984529,159.31813,2.883414,114.073311,0.00032037900000000003,125.320427
2213,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,720.680664,9.48526,240.78440899999998,2.33133626,12.6704655,1.72193563,822.3453,22.942834899999998,0.7980024,923.071,7.6581649999999994,66.31633000000001,1016.2778900000001,24.9935913,0.799666762,0.33687716700000003,0.612105131,0.209653124,160.615875,3.04360366,115.11471599999999,0.00032037900000000003,144.129715
5841,0,1,1,1,1,2,1,1,1,1,2,2,1,1,4.379784,756.4399,9.319597,261.2151,0.000384455,1.2068633999999998,0.000512443,1009.23645,11.50987,0.7978744000000001,930.838257,7.72417355,71.52013000000001,1016.21381,24.609073600000002,0.8017175,0.3065198,0.6103126999999999,0.212151289,160.728012,2.883414,115.11471599999999,0.00032037900000000003,143.80928
2733,0,2,2,2,1,2,1,1,1,1,2,2,2,1,4.3740190000000005,497.96047999999996,9.474045,261.522675,2.32108426,1.13323522,0.000384332,907.2594,19.610355399999996,0.8013316999999999,995.9754,7.67899275,68.82851,1016.2778900000001,24.5321712,0.8021020000000001,0.35442552,0.611593,0.211766958,160.872208,2.93147087,115.13073700000001,0.00032037900000000003,144.45013400000002
3068,0,1,1,1,1,2,1,1,1,1,2,2,1,1,4.378503,686.491455,9.37311,260.9331,0.000384455,1.13323522,0.000512443,1007.9146699999999,17.8159447,0.7992829,947.103333,7.6831584,69.64881,1016.2778900000001,24.5706234,0.8008203,0.356731147,0.610568762,0.2115748,160.840164,2.97952771,115.082672,0.00032037900000000003,144.129715
9732,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,820.5004,9.033773,240.78440899999998,0.000384455,12.561623599999999,1.72552276,900.6505,6.280441000000001,0.801715851,833.170959,7.749808,72.57114,1016.21381,24.7628822,0.8021020000000001,0.373254776,0.609928668,0.20990935,160.00705,2.867395,114.58600600000001,0.000256303,144.03358500000002
14001,0,1,1,1,1,2,1,1,1,2,2,1,1,2,0.0,821.5995,8.790888,232.1456,0.000512607,1.9687560000000002,0.373826981,875.8972,3.8708023999999996,0.8026121999999999,821.8662,7.75845957,62.3173561,1016.2778900000001,25.18585,0.8059472,0.36813116100000004,0.607112,0.210101515,158.533066,2.49895883,113.52858,0.000256303,128.524734
11197,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,545.8881,9.134389,260.164063,0.000256303,1.11402774,0.000512443,1009.3165300000001,5.101255999999999,0.802484155,937.2212519999999,7.74884653,66.72648000000001,1016.2778900000001,24.95514,0.8037683000000001,0.368259251,0.6078802,0.20990935,159.414246,2.899433,114.18546299999998,0.00032037900000000003,116.476547
4806,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,765.311035,9.420534,241.09202599999998,2.33069563,12.641653999999999,1.71181488,805.9231570000001,13.816970000000001,0.7978744000000001,910.0359,7.709753999999999,70.1358643,1016.2778900000001,24.3783646,0.8001795,0.336236715,0.613385439,0.212087229,160.519745,2.94748974,114.89041100000001,0.000256303,144.03358500000002
6553,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,821.4817,9.1424,245.9113,0.000384455,1.3125040000000001,0.000512443,1009.75714,10.6126633,0.7958255999999999,822.3661,7.72353268,70.18713000000001,1016.2778900000001,24.609073600000002,0.797744155,0.296272576,0.6104407310000001,0.21202318399999998,160.311462,2.899433,114.66611499999999,0.00032037900000000003,144.001541
10162,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,784.7804,9.403551,239.118179,2.33043933,12.417568199999998,1.71399283,790.262146,6.511151,0.8022280340000001,904.3066,7.740195,67.88003,1016.21381,24.9166889,0.8023584,0.36672216700000004,0.609928668,0.21202318399999998,159.846832,2.8513759999999997,114.393745,0.00032037900000000003,144.001541
5464,0,2,2,2,1,2,1,1,1,1,2,2,2,1,4.365371700000001,517.586853,9.408037,268.5978,2.31941819,1.2068633999999998,0.000384332,928.0072630000001,12.304536800000001,0.7992829,986.1702,7.717764999999999,71.34068,1016.2778900000001,24.5706234,0.8012048,0.31625464600000003,0.6103126999999999,0.2115748,160.615875,2.899433,114.89041100000001,0.00032037900000000003,143.777237
10502,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,627.847839,9.394899,260.651123,2.32044339,12.4815931,1.71399283,832.9996,6.357344,0.801972,962.2533,7.74884653,67.16226999999999,1016.2778900000001,25.0320435,0.8041528,0.367362618,0.6108248000000001,0.20978124399999998,159.830811,2.8513759999999997,114.3617,0.00032037900000000003,143.841324
4985,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,679.425964,9.411242,253.37092599999997,2.32954216,12.5712271,1.7145052,829.9555,13.329915,0.79966706,942.066162,7.70783138,70.87926479999999,1016.2778900000001,24.609073600000002,0.7991541,0.3467401,0.610184669,0.210613966,160.728012,2.94748974,115.002563,0.00032037900000000003,143.873367
4164,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,820.6574,9.12798,239.220718,0.000384455,12.7697039,1.72872555,969.623169,14.996154800000001,0.7968499659999999,799.7565,7.69918,69.36683000000001,1016.2778900000001,24.609073600000002,0.7990259,0.31625464600000003,0.6104407310000001,0.211895064,160.47168,2.94748974,114.74621599999999,0.000256303,144.514221
6879,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,819.715332,9.081517999999999,241.989227,0.000384455,12.6000385,1.7285973999999997,955.8046,10.407588,0.7971060999999999,805.4089,7.73602962,69.64881,1016.2778900000001,24.7628822,0.799666762,0.286153466,0.6103126999999999,0.21202318399999998,160.1192,2.867395,114.569984,0.00032037900000000003,144.03358500000002
9477,0,1,1,1,2,2,1,1,2,1,1,1,1,1,0.0,819.8724,9.079596,242.32247900000002,0.000512607,12.487995100000001,1.73999929,989.6902,7.02384,0.5,787.4903559999999,7.749808,66.72648000000001,1016.2778900000001,24.7628822,0.8017175,0.36723452799999995,0.607752144,0.20984529,159.558441,2.8513759999999997,114.105354,0.000384455,144.001541
13586,1,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,821.0499,8.8319025,233.6324,0.000512607,12.1742744,1.71271169,999.0227,3.94770575,0.8005634,767.2648320000001,7.75397348,62.086643200000005,1016.2778900000001,25.0320435,0.804024637,0.3770975,0.6080081999999999,0.20990935,158.533066,2.49895883,113.480515,0.00032037900000000003,128.49269099999998
4291,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,821.5995,9.125417,238.144058,0.000384455,12.68327,1.72898173,926.285,15.0730581,0.7973621999999999,822.6352,7.707511,69.21302,1016.2778900000001,24.5321712,0.7991541,0.3259895,0.612105131,0.212087229,160.71199,2.94748974,114.9545,0.000256303,144.482178
12125,0,1,1,1,2,2,1,1,1,2,2,1,1,1,0.0,821.560242,9.184055,248.269669,0.000384455,2.2504642,0.103897765,1112.61536,4.51166344,0.8023561,799.525757,7.750448700000001,63.188926699999996,1016.2778900000001,25.147398000000003,0.8046654999999999,0.3662098,0.6080081999999999,0.21202318399999998,159.254044,2.867395,114.025253,0.00032037900000000003,128.332474
13165,1,1,1,1,1,2,1,1,2,1,2,1,1,1,0.0,820.618164,8.910088,235.29864500000002,0.000384455,1.494974,0.000512443,1025.8988,3.69136119,0.802484155,808.984863,7.759421000000001,62.62497,1016.2778900000001,24.8397846,0.8031274,0.37376713799999994,0.6080081999999999,0.210101515,158.67726100000002,2.49895883,113.480515,0.000256303,128.49269099999998
3838,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,821.835,9.216099,243.117157,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.800947547,832.786438,7.700782000000001,69.59754000000001,1016.2778900000001,24.609073600000002,0.8001795,0.32073779999999996,0.6108248000000001,0.2117029,160.77607700000002,2.867395,114.922455,0.000256303,144.418091
3757,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,821.0499,9.228916,244.01435899999998,0.000384455,1.19405854,0.000512443,1007.87463,15.790823000000001,0.7965939000000001,845.129456,7.701743,69.90515,1016.2778900000001,24.609073600000002,0.799282253,0.329191744,0.6103126999999999,0.212087229,160.728012,2.93147087,114.89041100000001,0.000256303,144.418091
7627,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,689.94574,9.391053999999999,255.447327,2.32813263,12.439976699999999,1.71617067,831.2372,9.612919999999999,0.7991549,933.799,7.742438000000001,69.26429,1016.2778900000001,24.5321712,0.8023584,0.29614450000000003,0.6104407310000001,0.20978124399999998,160.21533200000002,2.867395,114.650093,0.000256303,143.52088899999998
6736,0,1,1,1,2,2,1,1,1,2,2,1,1,1,0.0,821.1677,9.096579,243.57856800000002,0.000384455,6.255202,1.80879474,1005.51141,10.4844913,0.7955694999999999,797.7954,7.72994137,69.85388,1016.2778900000001,24.5706234,0.797872365,0.3026771,0.609928668,0.211895064,160.311462,2.867395,114.650093,0.00032037900000000003,144.001541
2851,0,2,2,2,1,2,1,1,1,1,2,2,2,1,4.37465954,548.5573,9.4605875,264.00921600000004,2.32185316,1.13323522,0.000640553,959.2893,18.8669567,0.7985146,978.0569,7.67899275,69.11048000000001,1016.2778900000001,24.455267000000003,0.80146116,0.366850257,0.612233162,0.209653124,160.920273,2.93147087,115.13073700000001,0.00032037900000000003,144.16175800000002
5049,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,651.399536,9.426942,256.21637000000004,2.32326269,12.5424166,1.71629882,837.4856,13.1761084,0.796209753,952.4866,7.71295834,70.7767258,1016.2778900000001,24.5321712,0.800564,0.3558345,0.612233162,0.20997341,160.535767,2.93147087,114.97052,0.00032037900000000003,143.873367
520,0,2,2,2,1,2,1,1,1,1,2,2,2,1,4.269609,493.8782,9.285312,253.345291,2.32249379,1.2132659,0.000512443,974.5498,53.03768,0.795441449,926.7624,7.544091000000001,82.4660339,1016.2778900000001,28.1081772,0.7999231,0.336621,0.6142816,0.210101515,162.073822,3.05962253,115.931816,0.00032037900000000003,142.36733999999998
6656,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,820.5789,9.134708999999999,244.60394300000002,0.000384455,1.30610156,0.000512443,1008.7157599999999,10.53576,0.7985146,809.1771,7.727378,69.9820557,1016.2778900000001,24.5706234,0.797744155,0.29678493699999997,0.610568762,0.212087229,160.327484,2.867395,114.650093,0.00032037900000000003,144.001541
5045,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,653.519165,9.427583,255.83183300000002,2.32556939,12.5552216,1.71950161,836.884766,13.1761084,0.796209753,951.2176509999999,7.715522,70.7767258,1016.2778900000001,24.5706234,0.8017175,0.336236715,0.6103126999999999,0.21202318399999998,160.535767,2.93147087,115.002563,0.00032037900000000003,143.873367
12868,0,1,1,1,1,2,1,1,2,1,2,1,1,1,0.0,820.971436,8.970649,237.63137799999998,0.000384455,1.494974,0.000512443,1026.019,3.92207122,0.8026121999999999,854.9731,7.74884653,62.1891823,1016.2778900000001,24.724429999999998,0.8041528,0.36633790000000005,0.6080081999999999,0.20990935,158.693283,2.53099656,113.60868799999999,0.00032037900000000003,128.460648
2463,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,603.668152,9.476288,251.961029,2.326851,12.6704655,1.71911728,855.7101,21.3791332,0.7980024,967.5211,7.66617537,67.59805,1016.2778900000001,24.6475258,0.8009485,0.34571540000000006,0.610184669,0.20984529,160.71199,3.02758455,115.146759,0.00032037900000000003,144.1938
